% 1. Title: Simple NERD selector 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 16-01-2018 01:00:55 
%
@RELATION @NERD_Simple_NERD_selector 
@attribute nerd_score REAL
@attribute prob_anchor_string REAL
@attribute dice REAL
@attribute tf_idf REAL
@attribute nb_tokens NUMERIC
@attribute inContext {false, true}
@attribute isNe {false, true}
@attribute entity? REAL

@data
1.0,0.3333333333333333,0.04272727654205932,0.0,3,false,false,1.0
1.0,0.24761904761904763,0.009347363201407869,0.0,1,true,false,0.0
1.0,0.6666666666666666,0.028065956159980143,0.0,3,false,false,1.0
7.274491561439222E-12,0.3023303121397735,4.5360745469954876E-5,0.0,1,false,false,0.0
1.0,0.6666666666666666,0.06717852521297642,0.0,3,true,false,1.0
1.0,0.24761904761904763,0.009347363201407869,0.0,1,true,false,0.0
1.0,1.0,0.059205558087721426,0.0,1,true,false,1.0
7.274491561439222E-12,8.906305664410402E-5,3.2651537710705157E-4,0.0,1,false,false,0.0
1.0,1.0,0.029267702213291266,0.0,1,false,false,1.0
1.0,0.24761904761904763,0.009347363201407869,0.0,1,true,false,0.0
0.95,0.021063768869523436,5.311491451292962E-6,0.0,1,false,false,1.0
7.274491561439222E-12,0.021063768869523436,5.311491451292962E-6,0.0,1,false,false,0.0
